,Order ID,Order Date,Country,City,Branch,Lat,Lng,Customer First Name,Customer Last Name,Email,Phone Number,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Status
7387,7384.0,31/3/2023,Egypt,Cairo,cr01,30.0444,31.2357,Abd alruhmin,Khalifih,abd alruhmin.khalifih@mail.com,Tel: 5206281128,Tablet,Apple iPad Pro,"iPad Pro 11"" (5th Gen)",Y692,1.0,899.0,0.0,True
7388,7385.0,31/3/2023,USA,New York,ny03,40.7498,-73.9814,Ahmad,Eashur,ahmad.eashur@mail.com,Tel: 5821853824,Digital Camera,Fujifilm X Series,Fujifilm X100V,T351,1.0,1399.0,41.97,True
7389,7386.0,31/3/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Aylyn,Alhidad,aylyn.alhidad@mail.com,Tel: 5394583746,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 5,G817,8.0,29.0,2.32,False
7390,7387.0,31/3/2023,USA,Las Vegas,lv01,36.1699,-115.1398,Tana,Hylmyh,tana.hylmyh@mail.com,Tel: 5143016738,VR Headset,Pimax Vision,Pimax Vision 8KX,T351,1.0,999.0,59.94,False
7391,7388.0,31/3/2023,United Arab Emirates,Fujairah,fj01,25.1286,56.3242,Layzaan,Sakar,layzaan.sakar@mail.com,Tel: 5222414975,Digital Camera,Olympus OM-D,Olympus OM-D E-M1 Mark III,N710,1.0,1999.0,79.96,False
7392,7389.0,31/3/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Hasan,Turkmany,hasan.turkmany@mail.com,Tel: 5842422402,VR Headset,Oculus Quest,Oculus Quest 3,Q717,1.0,599.0,29.95,True
7393,7390.0,1/4/2023,United Arab Emirates,Fujairah,fj01,25.1286,56.3242,Safa,Almunajid,safa.almunajid@mail.com,Tel: 5426542416,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,F981,1.0,1199.0,83.93,True
7394,7391.0,1/4/2023,Syria,Aleppo,al01,36.2021,37.1343,Muhamad,Huquq,muhamad.huquq@mail.com,Tel: 5049058444,Laptop,Dell XPS,XPS 15,B451,1.0,1599.0,15.99,True
7395,7392.0,1/4/2023,USA,Las Vegas,lv01,36.1699,-115.1398,Hasan,Yasir,hasan.yasir@mail.com,Tel: 5590423576,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,E274,1.0,299.0,11.96,True
7396,7393.0,1/4/2023,Egypt,Cairo,cr01,30.0444,31.2357,Muhamad,Almala,muhamad.almala@mail.com,Tel: 5219055315,Headphones,JBL Live,JBL Live 650BTNC,Y332,1.0,149.0,13.41,True
7397,7394.0,1/4/2023,Egypt,Asyut,at01,27.1809,31.1837,Ahmad,Huquq,ahmad.huquq@mail.com,Tel: 5397248932,Smartphone,OnePlus,OnePlus Nord 2,S243,1.0,399.0,31.92,True
7398,7395.0,1/4/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Mujdi,Zarie,mujdi.zarie@mail.com,Tel: 5259999646,Smartwatch,Huawei Watch,Huawei Watch GT 2e,Z817,1.0,129.0,6.45,True
7399,7396.0,1/4/2023,USA,New York,ny03,40.7498,-73.9814,Dania,Almiqdad,dania.almiqdad@mail.com,Tel: 5239767216,Tablet,Lenovo Tab,Lenovo Tab M7,W956,1.0,79.0,7.9,True
7400,7397.0,1/4/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Muhamad,Alahmar,muhamad.alahmar@mail.com,Tel: 5104671969,Laptop,HP Pavilion,HP Pavilion x360,F070,1.0,649.0,64.9,True
7401,7398.0,1/4/2023,USA,New York,ny03,40.7498,-73.9814,Muhamad,Abumaeun,muhamad.abumaeun@mail.com,Tel: 5647041382,Gaming Console,Microsoft Xbox,Xbox Series S,W207,2.0,299.0,35.88,False
7402,7399.0,1/4/2023,USA,New York,ny02,40.7312,-73.9998,Amjad,Shbyb,amjad.shbyb@mail.com,Tel: 5969156057,Headphones,Bose QuietComfort,QC35 II,U287,1.0,299.0,5.98,False
7403,7400.0,1/4/2023,Egypt,Cairo,cr02,30.0444,31.2357,Fahd,Kharbutli,fahd.kharbutli@mail.com,Tel: 5829654143,Digital Camera,Canon EOS R Series,Canon EOS R,Y333,3.0,1299.0,116.91,False
7404,7401.0,1/4/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Ahmad,Alhusayn,ahmad.alhusayn@mail.com,Tel: 5943103562,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,I738,2.0,599.0,71.88,False
7405,7402.0,1/4/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Bakr,Tasbihji,bakr.tasbihji@mail.com,Tel: 5322361103,Fitness Tracker,Huawei Band,Huawei Band 4 Pro,A259,1.0,49.0,3.92,True
7406,7403.0,1/4/2023,Saudi Arabia,Dammam,dm01,26.3927,49.9777,Bashaer,Alrashid,bashaer.alrashid@mail.com,Tel: 5036057027,Fitness Tracker,Fitbit Charge,Fitbit Charge 3,P773,1.0,99.0,5.94,True
7407,7404.0,1/4/2023,Saudi Arabia,Aseer,as01,18.2311,42.5004,Muhamad,Hamzat,muhamad.hamzat@mail.com,Tel: 5701131599,Smart Speaker,Harman Kardon,Harman Kardon Citation,D095,1.0,199.0,1.99,True
7408,7405.0,1/4/2023,Saudi Arabia,Riyadh,rd01,24.7136,46.6753,Muhamad,Ezqul,muhamad.ezqul@mail.com,Tel: 5283256169,Smartwatch,Samsung Gear,Samsung Gear Fit 4,Q149,1.0,199.0,15.92,False
7409,7406.0,1/4/2023,Syria,Aleppo,al01,36.2021,37.1343,Ahmad,Sharif aldaghly,ahmad.sharif aldaghly@mail.com,Tel: 5961998441,Smartphone,Samsung Galaxy,Galaxy M32,F230,1.0,249.0,24.9,True
7410,7407.0,1/4/2023,USA,Las Vegas,lv01,36.1699,-115.1398,Asra,Kiwan,asra.kiwan@mail.com,Tel: 5105168442,Laptop,HP Pavilion,HP Pavilion x360,Y684,1.0,649.0,45.43,True
7411,7408.0,1/4/2023,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,Muhamad,Swyd,muhamad.swyd@mail.com,Tel: 5143133045,Smart Speaker,Amazon Echo,Echo Show 8,Q842,1.0,129.0,3.87,True
7412,7409.0,1/4/2023,Saudi Arabia,Aseer,as01,18.2311,42.5004,Darar,Alnasar,darar.alnasar@mail.com,Tel: 5577649677,VR Headset,HP Reverb,HP Reverb G2,V962,1.0,599.0,53.91,False
7413,7410.0,1/4/2023,USA,New York,ny01,40.7128,-74.006,Muhamad,Mia,muhamad.mia@mail.com,Tel: 5314071538,Smartphone,OnePlus,OnePlus Nord 2,F650,3.0,399.0,107.73,False
7414,7411.0,1/4/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Muhamad,Durkzili,muhamad.durkzili@mail.com,Tel: 5358000133,Laptop,Lenovo ThinkPad,ThinkPad X13,F376,1.0,999.0,99.9,True
7415,7412.0,1/4/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Rabya,Muhii aldiyn,rabya.muhii aldiyn@mail.com,Tel: 5353837776,Smartwatch,Garmin Fenix,Garmin Fenix 6S,R660,1.0,499.0,14.97,True
7416,7413.0,1/4/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Eizat,Ahmad,eizat.ahmad@mail.com,Tel: 5710980197,VR Headset,HTC Vive,HTC Vive Pro,U372,1.0,799.0,63.92,True
7417,7414.0,1/4/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Alaa,Alghurani,alaa.alghurani@mail.com,Tel: 5498883078,Gaming Console,Retro Console,Super NES Classic,Y449,2.0,99.0,15.84,True
7418,7415.0,1/4/2023,Saudi Arabia,Dammam,dm01,26.3927,49.9777,Fatin,Zaytun,fatin.zaytun@mail.com,Tel: 5325461460,Smart Speaker,Apple HomePod,Apple HomePod,Y523,1.0,299.0,11.96,True
7419,7416.0,1/4/2023,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,Lama,Abunfis,lama.abunfis@mail.com,Tel: 5994106236,Smart Speaker,JBL Link,JBL Link 500,D235,1.0,249.0,7.47,False
7420,7417.0,1/4/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Emar,Udib,emar.udib@mail.com,Tel: 5137609615,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,N969,1.0,999.0,39.96,True
7421,7418.0,1/4/2023,United Arab Emirates,Abu Dhabi,ad03,24.4539,54.3773,Tahani,Alqutb,tahani.alqutb@mail.com,Tel: 5884525650,Laptop,HP Pavilion,HP Pavilion x360,O247,8.0,649.0,363.44,False
7422,7419.0,1/4/2023,Syria,Aleppo,al01,36.2021,37.1343,Muhamad,Alshghry,muhamad.alshghry@mail.com,Tel: 5256804045,Headphones,Sennheiser HD,Sennheiser HD 660S,F376,1.0,499.0,14.97,True
7423,7420.0,1/4/2023,France,Paris,ps01,48.8566,2.3522,Salah,Aywbi,salah.aywbi@mail.com,Tel: 5881941149,Smartphone,Oppo Find,Oppo Find X4 Neo,S384,1.0,549.0,32.94,True
7424,7421.0,1/4/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Majd,Abu shwmr,majd.abu shwmr@mail.com,Tel: 5099091973,Smartwatch,Garmin Fenix,Garmin Fenix 7,Y493,2.0,699.0,97.86,False
7425,7422.0,1/4/2023,Saudi Arabia,Aseer,as01,18.2311,42.5004,Khawla,Ahmad,khawla.ahmad@mail.com,Tel: 5381660102,Fitness Tracker,Fitbit Charge,Fitbit Charge 3,X209,1.0,99.0,9.9,True
7426,7423.0,1/4/2023,USA,Washington,wh01,38.9072,-77.0369,Eala,Shiah,eala.shiah@mail.com,Tel: 5764564522,Digital Camera,Sony Alpha,Sony Alpha A7 III,R021,1.0,1999.0,159.92,False
7427,7424.0,1/4/2023,Syria,Homs,hs01,34.7326,36.7136,Ahmad,Alqadi,ahmad.alqadi@mail.com,Tel: 5352883164,Tablet,Samsung Galaxy Tab,Galaxy Tab A8,K624,1.0,199.0,3.98,True
7428,7425.0,1/4/2023,USA,New York,ny01,40.7128,-74.006,Jihad,Bradiei,jihad.bradiei@mail.com,Tel: 5858239879,Fitness Tracker,Amazfit GTR,Amazfit GTR 3,B259,1.0,169.0,3.38,True
7429,7426.0,1/4/2023,Egypt,Asyut,at01,27.1809,31.1837,Alaa,Alhmwi,alaa.alhmwi@mail.com,Tel: 5176469225,Tablet,Apple iPad,"iPad Pro 12.9""",J302,1.0,999.0,99.9,True
7430,7427.0,1/4/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Samiah,Jadid,samiah.jadid@mail.com,Tel: 5829862869,Smart Speaker,Google Nest,Nest Audio,G267,1.0,99.0,5.94,True
7431,7428.0,1/4/2023,Syria,Damascus,ds02,33.5146,36.3084,Rinah,Sarhan,rinah.sarhan@mail.com,Tel: 5023749560,Smart Speaker,Bose Home Speaker,Bose Home Speaker 300,K624,1.0,199.0,3.98,True
7432,7429.0,1/4/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Biaism,Earabi,biaism.earabi@mail.com,Tel: 5049351996,Tablet,Apple iPad Pro,"iPad Pro 12.9"" (5th Gen)",A857,1.0,1099.0,43.96,False
7433,7430.0,1/4/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Anas,Mia,anas.mia@mail.com,Tel: 5343194375,Tablet,Samsung Galaxy Tab,Galaxy Tab S7,L700,1.0,649.0,32.45,False
7434,7431.0,1/4/2023,USA,Las Vegas,lv01,36.1699,-115.1398,Hazim,Udib,hazim.udib@mail.com,Tel: 5102734360,VR Headset,HTC Vive,HTC Vive Focus 3,Z771,8.0,799.0,191.76,False
7435,7432.0,1/4/2023,USA,New York,ny03,40.7498,-73.9814,Kinda,Abuzahir,kinda.abuzahir@mail.com,Tel: 5309454759,Fitness Tracker,Fitbit Charge,Fitbit Charge 3,N259,1.0,99.0,6.93,True
7436,7433.0,1/4/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Muhamad,Almudhin,muhamad.almudhin@mail.com,Tel: 5185470277,Gaming Console,Microsoft Xbox,Xbox 360,L700,1.0,149.0,14.9,True
7437,7434.0,1/4/2023,Syria,Homs,hs01,34.7326,36.7136,Husayn,Alkhawam,husayn.alkhawam@mail.com,Tel: 5617763542,Fitness Tracker,Fitbit Charge,Fitbit Charge 4,M137,13.0,149.0,77.48,True
7438,7435.0,1/4/2023,USA,New York,ny01,40.7128,-74.006,Dalia,Almisri,dalia.almisri@mail.com,Tel: 5572125236,VR Headset,HTC Vive,HTC Vive Cosmos Elite,Y684,3.0,899.0,188.79,True
7439,7436.0,1/4/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Muhamad,Mansur,muhamad.mansur@mail.com,Tel: 5123675611,Laptop,HP Envy,Envy 15,Y449,3.0,1199.0,359.7,True
7440,7437.0,1/4/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Kinda,Aleusud,kinda.aleusud@mail.com,Tel: 5661390331,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,A470,1.0,179.0,3.58,True
7441,7438.0,1/4/2023,USA,New York,ny02,40.7312,-73.9998,Ailya,Zaydan,ailya.zaydan@mail.com,Tel: 5393669769,Headphones,Sennheiser HD,Sennheiser HD 660S,P255,4.0,499.0,0.0,True
7442,7439.0,1/4/2023,Morocco,Casablanca,cs01,33.5731,7.5898,Amyrah,Yasin,amyrah.yasin@mail.com,Tel: 5032115735,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,J824,1.0,249.0,4.98,False
7443,7440.0,1/4/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Dany,Almahrus,dany.almahrus@mail.com,Tel: 5788808159,Tablet,Apple iPad,iPad Air,F981,5.0,649.0,64.9,True
7444,7441.0,1/4/2023,USA,New York,ny02,40.7312,-73.9998,Khalid,Alkhatib,khalid.alkhatib@mail.com,Tel: 5089927232,Smart Speaker,Apple HomePod,Apple HomePod mini,Y720,12.0,99.0,106.92,True
7445,7442.0,1/4/2023,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,Alia,Darbika,alia.darbika@mail.com,Tel: 5717227680,Headphones,Sony WH,Sony WH-CH710N,Y247,1.0,129.0,7.74,True
7446,7443.0,1/4/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Sara,Alkhatib,sara.alkhatib@mail.com,Tel: 5753969832,Laptop,Lenovo Legion,Lenovo Legion 7i,G323,1.0,1499.0,149.9,False
7447,7444.0,1/4/2023,Syria,Aleppo,al01,36.2021,37.1343,Tahani,Abu eadlh,tahani.abu eadlh@mail.com,Tel: 5366695056,Fitness Tracker,Fitbit Charge,Fitbit Charge 4,P765,1.0,149.0,8.94,True
7448,7445.0,1/4/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Alaa,Aljabr,alaa.aljabr@mail.com,Tel: 5061938720,VR Headset,Valve Index,Valve Index VR Kit,T132,1.0,999.0,39.96,True
7449,7446.0,1/4/2023,Egypt,Cairo,cr02,30.0444,31.2357,Ahmad,Laylana,ahmad.laylana@mail.com,Tel: 5812594796,Tablet,Samsung Galaxy Tab,Galaxy Tab A8,H868,1.0,199.0,15.92,True
7450,7447.0,1/4/2023,France,Paris,ps02,48.8566,2.3522,Muhamad,Astitih,muhamad.astitih@mail.com,Tel: 5862782365,Fitness Tracker,Amazfit Bip,Amazfit Bip S,C780,6.0,49.0,11.76,True
7451,7448.0,1/4/2023,France,Paris,ps01,48.8566,2.3522,Muhamad,Jadid,muhamad.jadid@mail.com,Tel: 5783390926,Tablet,Samsung Galaxy Tab,Galaxy Tab A8,B966,1.0,199.0,15.92,False
7452,7449.0,1/4/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Khawla,Hububati,khawla.hububati@mail.com,Tel: 5339514854,Smart Speaker,Bose Home Speaker,Bose Home Speaker 300,P200,1.0,199.0,13.93,True
7453,7450.0,1/4/2023,Syria,Homs,hs01,34.7326,36.7136,Iin,Alsyqly,iin.alsyqly@mail.com,Tel: 5617068819,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart 4,Q832,1.0,129.0,7.74,True
7454,7451.0,1/4/2023,Egypt,Cairo,cr02,30.0444,31.2357,Farahad,Almisri,farahad.almisri@mail.com,Tel: 5992825167,Fitness Tracker,Amazfit Bip,Amazfit Bip U Pro,X416,1.0,69.0,4.14,True
7455,7452.0,1/4/2023,Egypt,Asyut,at01,27.1809,31.1837,Muhamad,Shakur,muhamad.shakur@mail.com,Tel: 5839951293,Digital Camera,Fujifilm X Series,Fujifilm X100V,Q104,1.0,1399.0,13.99,True
7456,7453.0,1/4/2023,USA,New York,ny01,40.7128,-74.006,Abd alruhmin,Alrahil,abd alruhmin.alrahil@mail.com,Tel: 5511470861,Digital Camera,Canon EOS,Canon EOS M50 Mark II,H520,1.0,649.0,19.47,True
7457,7454.0,1/4/2023,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,Ali,Ahmad,ali.ahmad@mail.com,Tel: 5577820185,Smartphone,OnePlus,OnePlus 9 Pro,C068,1.0,899.0,71.92,True
7458,7455.0,1/4/2023,USA,New York,ny03,40.7498,-73.9814,Bashshar,Hafiz,bashshar.hafiz@mail.com,Tel: 5451254690,Smart Speaker,Amazon Echo,Echo Show 8,R814,1.0,129.0,5.16,True
7459,7456.0,1/4/2023,Egypt,Asyut,at01,27.1809,31.1837,Khalid,Dw,khalid.dw@mail.com,Tel: 5285466193,Gaming Console,Sony PlayStation,PlayStation 3 Slim,L562,11.0,199.0,87.56,True
7460,7457.0,1/4/2023,Syria,Homs,hs01,34.7326,36.7136,Jamil,Tasbihji,jamil.tasbihji@mail.com,Tel: 5144051187,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,H466,2.0,1199.0,143.88,False
7461,7458.0,1/4/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Abdalrhim,Abu nasir,abdalrhim.abu nasir@mail.com,Tel: 5403507725,Digital Camera,Fujifilm X Series,Fujifilm X-T4,V535,1.0,1699.0,67.96,False
7462,7459.0,1/4/2023,Egypt,Asyut,at01,27.1809,31.1837,Muhamad,Ahmad,muhamad.ahmad@mail.com,Tel: 5494743689,Gaming Console,Microsoft Xbox,Xbox Series X,J264,1.0,499.0,19.96,True
7463,7460.0,1/4/2023,Saudi Arabia,Riyadh,rd01,24.7136,46.6753,Fuad,Farahat,fuad.farahat@mail.com,Tel: 5980460561,Digital Camera,Sony Cyber-shot,Sony Cyber-shot HX99,S190,1.0,499.0,9.98,True
7464,7461.0,1/4/2023,Syria,Aleppo,al01,36.2021,37.1343,Khalid,Alhusayn,khalid.alhusayn@mail.com,Tel: 5691305547,Laptop,Lenovo Legion,Lenovo Legion 7i,L910,8.0,1499.0,1079.28,True
7465,7462.0,1/4/2023,Egypt,Asyut,at01,27.1809,31.1837,Sandurana,Alhamuwd,sandurana.alhamuwd@mail.com,Tel: 5022468007,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,Z509,1.0,1299.0,64.95,False
7466,7463.0,1/4/2023,Saudi Arabia,Riyadh,rd01,24.7136,46.6753,Muhamad,Qisi,muhamad.qisi@mail.com,Tel: 5499566456,Smartphone,Oppo Find,Oppo Find X4 Neo,W669,7.0,549.0,115.29,True
7467,7464.0,1/4/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Muhamad,Eurul,muhamad.eurul@mail.com,Tel: 5517439353,VR Headset,HTC Vive,HTC Vive Cosmos,Z817,1.0,699.0,27.96,True
7468,7465.0,1/4/2023,Syria,Homs,hs01,34.7326,36.7136,Majdulin,Alabth,majdulin.alabth@mail.com,Tel: 5685779629,Laptop,HP Pavilion,HP Pavilion 15,F655,1.0,799.0,71.91,True
7469,7466.0,1/4/2023,France,Paris,ps02,48.8566,2.3522,Tariq,Earabi,tariq.earabi@mail.com,Tel: 5039273913,Smartwatch,Garmin Venu,Garmin Venu 2S,H046,1.0,349.0,27.92,True
7470,7467.0,1/4/2023,Saudi Arabia,Riyadh,rd01,24.7136,46.6753,Abd alruhmin,Eibad,abd alruhmin.eibad@mail.com,Tel: 5632906967,Smartphone,Samsung Galaxy,Galaxy A72,Z398,3.0,499.0,149.7,False
7471,7468.0,1/4/2023,Egypt,Asyut,at01,27.1809,31.1837,Rama,Bradey,rama.bradey@mail.com,Tel: 5568697716,Fitness Tracker,Withings Move,Withings Move ECG,N849,6.0,129.0,54.18,False
7472,7469.0,1/4/2023,Syria,Aleppo,al01,36.2021,37.1343,Bima,Shaykh,bima.shaykh@mail.com,Tel: 5787318314,Smartphone,Oppo Find,Oppo Find X4 Neo,C076,2.0,549.0,10.98,False
7473,7470.0,1/4/2023,Saudi Arabia,Riyadh,rd01,24.7136,46.6753,Muhamad,Alhaj,muhamad.alhaj@mail.com,Tel: 5312130695,Laptop,ASUS ROG,ASUS ROG Strix G15,U470,1.0,1099.0,43.96,False
7474,7471.0,1/4/2023,Morocco,Casablanca,cs01,33.5731,7.5898,Ibrahim,Alsaeid,ibrahim.alsaeid@mail.com,Tel: 5370111117,Laptop,Apple MacBook,"MacBook Pro 16""",F878,2.0,2399.0,95.96,True
7475,7472.0,1/4/2023,Syria,Aleppo,al01,36.2021,37.1343,Hasan,Alshear,hasan.alshear@mail.com,Tel: 5119268898,Tablet,Samsung Galaxy Tab S,Galaxy Tab S7+,R466,1.0,849.0,33.96,True
7476,7473.0,1/4/2023,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,Ayham,Yaghmur,ayham.yaghmur@mail.com,Tel: 5065822512,Headphones,Bose QuietComfort,QC45,X209,1.0,349.0,0.0,True
7477,7474.0,1/4/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Muhamad,Iidris,muhamad.iidris@mail.com,Tel: 5065045573,Headphones,Jabra Elite,Jabra Elite 75t,J194,1.0,179.0,12.53,True
7478,7475.0,1/4/2023,USA,New York,ny02,40.7312,-73.9998,Muhamad,Qareush,muhamad.qareush@mail.com,Tel: 5181616174,Laptop,Dell XPS,XPS 13,S190,1.0,1299.0,116.91,True
7479,7476.0,1/4/2023,USA,Las Vegas,lv01,36.1699,-115.1398,Muhamad,Dahman,muhamad.dahman@mail.com,Tel: 5238400916,VR Headset,HTC Vive,HTC Vive Focus 3,Y247,1.0,799.0,7.99,False
7480,7477.0,1/4/2023,France,Paris,ps01,48.8566,2.3522,Ahmad,Sharina,ahmad.sharina@mail.com,Tel: 5516660955,Digital Camera,Nikon Z Series,Nikon Z50,C787,2.0,799.0,15.98,True
7481,7478.0,1/4/2023,Syria,Homs,hs01,34.7326,36.7136,Muhamad,Khayti,muhamad.khayti@mail.com,Tel: 5691341804,Tablet,Samsung Galaxy Tab,Galaxy Tab S7,W493,3.0,649.0,136.29,True
7482,7479.0,1/4/2023,USA,Las Vegas,lv01,36.1699,-115.1398,Farial,Alhabash,farial.alhabash@mail.com,Tel: 5281102336,Smartphone,Apple iPhone,iPhone 12,P826,3.0,899.0,107.88,True
7483,7480.0,1/4/2023,Egypt,Cairo,cr02,30.0444,31.2357,Esamat,Aleitar,esamat.aleitar@mail.com,Tel: 5773713233,Smart Speaker,Google Nest,Nest Audio,L106,1.0,99.0,3.96,False
7484,7481.0,1/4/2023,Morocco,Casablanca,cs01,33.5731,7.5898,Rym,Muhamad,rym.muhamad@mail.com,Tel: 5695206982,Smartphone,Xiaomi Mi,Xiaomi Mi 11 Lite,R818,8.0,249.0,79.68,True
7485,7482.0,1/4/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Muhamad,Khayr,muhamad.khayr@mail.com,Tel: 5442647811,Smartwatch,Apple Watch,Apple Watch SE,R252,1.0,279.0,13.95,True
7486,7483.0,2/4/2023,USA,Las Vegas,lv01,36.1699,-115.1398,Riad,Marzuq,riad.marzuq@mail.com,Tel: 5936763673,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,J885,3.0,299.0,53.82,False
7487,7484.0,2/4/2023,Saudi Arabia,Riyadh,rd02,24.7743,46.7386,Biaism,Abu zamil,biaism.abu zamil@mail.com,Tel: 5554639623,Laptop,HP Pavilion,HP Pavilion x360,Q992,2.0,649.0,129.8,True
7488,7485.0,2/4/2023,Saudi Arabia,Riyadh,rd02,24.7743,46.7386,Sahar,Alshalaq,sahar.alshalaq@mail.com,Tel: 5278548691,Smartphone,Samsung Galaxy,Galaxy A52,Y684,1.0,399.0,11.97,True
7489,7486.0,2/4/2023,Egypt,Asyut,at01,27.1809,31.1837,Muhamad,Almueasaeas,muhamad.almueasaeas@mail.com,Tel: 5196148269,Headphones,Anker Soundcore,Anker Soundcore Life Q30,Z674,1.0,79.0,5.53,False
7490,7487.0,2/4/2023,Egypt,Asyut,at01,27.1809,31.1837,Ahmad,Abunfis,ahmad.abunfis@mail.com,Tel: 5364821059,Tablet,Amazon Fire,Amazon Fire 7,H087,1.0,49.0,1.96,False
7491,7488.0,2/4/2023,Saudi Arabia,Aseer,as01,18.2311,42.5004,Emad,Jazar,emad.jazar@mail.com,Tel: 5332089716,Headphones,Jabra Elite,Jabra Elite 75t,S319,1.0,179.0,10.74,False
7492,7489.0,2/4/2023,Saudi Arabia,Riyadh,rd03,24.7743,46.7386,Khalid,Earmush,khalid.earmush@mail.com,Tel: 5071875639,Smart Speaker,Amazon Echo,Echo Dot (4th Gen),S190,1.0,49.0,1.47,True
7493,7490.0,2/4/2023,Egypt,Cairo,cr01,30.0444,31.2357,Asra,Alhalaliu,asra.alhalaliu@mail.com,Tel: 5554777216,Laptop,HP Envy,Envy 15,M210,11.0,1199.0,1318.9,True
7494,7491.0,2/4/2023,United Arab Emirates,Fujairah,fj01,25.1286,56.3242,Ahmad,Almueasaeas,ahmad.almueasaeas@mail.com,Tel: 5839770062,Headphones,Bose QuietComfort,QC35 II,T132,1.0,299.0,8.97,False
7495,7492.0,2/4/2023,USA,New York,ny02,40.7312,-73.9998,Omar,Salim,omar.salim@mail.com,Tel: 5198612128,Tablet,Samsung Galaxy Tab,Galaxy Tab A7,K140,1.0,179.0,3.58,True
7496,7493.0,2/4/2023,Egypt,Cairo,cr02,30.0444,31.2357,Alaa,Eabidin,alaa.eabidin@mail.com,Tel: 5384031600,Headphones,Anker Soundcore,Anker Soundcore Liberty Air 2 Pro,Z817,1.0,99.0,7.92,True
7497,7494.0,2/4/2023,Saudi Arabia,Aseer,as01,18.2311,42.5004,Ahmad,Ahmdghrybw,ahmad.ahmdghrybw@mail.com,Tel: 5348698076,Fitness Tracker,Amazfit GTR,Amazfit GTR 3,L700,3.0,169.0,30.42,True
7498,7495.0,2/4/2023,Syria,Damascus,ds02,33.5146,36.3084,Karam,Kiwan,karam.kiwan@mail.com,Tel: 5556213273,Gaming Console,Sony PlayStation,PlayStation 4 Slim,Z924,1.0,299.0,11.96,True
7499,7496.0,2/4/2023,Saudi Arabia,Aseer,as01,18.2311,42.5004,Muhamad,Iad,muhamad.iad@mail.com,Tel: 5930101288,Digital Camera,Olympus OM-D,Olympus OM-D E-M1 Mark III,I202,1.0,1999.0,39.98,False
7500,7497.0,2/4/2023,Egypt,Cairo,cr01,30.0444,31.2357,Ahmad,Kalthum,ahmad.kalthum@mail.com,Tel: 5930559438,VR Headset,Oculus Quest,Oculus Quest 3,K006,1.0,599.0,23.96,True
7501,7498.0,2/4/2023,Egypt,Asyut,at01,27.1809,31.1837,Mazin,Ghrz aldiyn,mazin.ghrz aldiyn@mail.com,Tel: 5993280556,Laptop,ASUS ROG,ASUS ROG Strix G15,U924,1.0,1099.0,43.96,True
7502,7499.0,2/4/2023,USA,New York,ny03,40.7498,-73.9814,Ruyda,Eilwan,ruyda.eilwan@mail.com,Tel: 5172191243,Laptop,Microsoft Surface,Surface Laptop 4,T402,1.0,1299.0,77.94,True
